Edad,Genero,Nivel.educativo,Producto,Precio.unidad,Cantidad,Descuento,Total.pagar,Gasto.promedio,Frecuencia.compra,Rating,Tiempo.web,Influencer,Pago,Compra
20,Masculino,Primaria,Fire TV Stick 4K,90.68,15,47,720.91,474.95,171,0.9,25.74,No,Tarjeta de crédito,No
52,Femenino,Secundaria,Apple AirPods Pro,134.57,7,11,838.37,1130.81,58,5.5,17.92,No,Tarjeta de crédito,Si
34,Masculino,Secundaria,Kindle Paperwhite,144.68,10,21,1142.97,4334.63,108,1.8,3.04,No,Tarjeta de crédito,No
22,Masculino,Primaria,Echo Dot (4th Gen),133.38,22,9,2670.27,530.14,115,3.7,25.75,Si,Tarjeta de crédito,Si
26,Femenino,Secundaria,Galaxy S23,143.06,21,21,2373.37,72.28,113,1.8,20.26,Si,Tarjeta de crédito,No
65,Femenino,Universitaria,Fire TV Stick 4K,97.87,2,35,127.23,130.08,271,2.7,0.62,Si,Transferencia,No
54,Femenino,Primaria,Echo Dot (4th Gen),147.41,1,23,113.51,650.92,151,0.9,4.85,Si,Transferencia,No
20,Femenino,Secundaria,Nintendo Switch,87.74,4,37,221.1,928.49,129,1.9,5.91,No,Transferencia,Si
69,Masculino,Universitaria,Galaxy S23,125.2,6,29,533.35,2135.62,139,3.6,2.86,Si,Tarjeta de crédito,No
24,Femenino,Primaria,Kindle Paperwhite,140.3,15,10,1894.05,863.84,81,2.7,9.88,Si,PayPal,No
36,Femenino,Universitaria,Fire TV Stick 4K,71.15,24,24,1297.78,2705.44,102,5.5,19.13,Si,Tarjeta de crédito,Si
40,Femenino,Primaria,Nintendo Switch,65.05,9,42,339.56,2268.43,9,0.9,8.45,No,PayPal,No
19,Femenino,Secundaria,Galaxy S23,121.77,3,46,197.27,279.22,84,1.9,11.39,Si,PayPal,Si
49,Masculino,Primaria,Fire TV Stick 4K,115.38,22,40,1523.02,257.02,116,3.6,22.88,No,PayPal,No
32,Femenino,Secundaria,Galaxy S23,54.1,21,31,783.91,960.94,4,2.7,16.88,Si,Transferencia,No
30,Femenino,Secundaria,Galaxy S23,92.16,11,46,547.43,115.05,99,4.5,12.74,No,Transferencia,No
60,Masculino,Primaria,Apple AirPods Pro,96.21,9,6,813.94,347.72,120,2.8,23.94,No,PayPal,Si
32,Masculino,Secundaria,Galaxy S23,77.91,10,8,716.77,2619.54,126,5.5,7.23,No,Transferencia,Si
25,Masculino,Primaria,Galaxy S23,130.87,16,10,1884.53,1682.72,109,0.9,9.19,No,Transferencia,No
34,Masculino,Universitaria,Apple AirPods Pro,148.43,3,39,271.63,714.56,219,1.9,10.89,Si,Transferencia,Si
62,Masculino,Secundaria,Kindle Paperwhite,105.65,7,5,702.57,713.92,60,5.5,11,Si,Tarjeta de crédito,Si
57,Masculino,Universitaria,Echo Dot (4th Gen),48.13,15,39,440.39,478.42,47,4.6,4.13,No,PayPal,Si
43,Masculino,Primaria,Galaxy S23,127.97,20,49,1305.29,3236.81,173,1.9,21.77,No,PayPal,Si
67,Femenino,Primaria,Apple AirPods Pro,133.28,6,43,455.82,2552.94,134,2.8,21.15,Si,Tarjeta de crédito,Si
33,Femenino,Universitaria,Apple AirPods Pro,66.5,11,20,585.2,1484.64,11,3.6,15.86,No,Tarjeta de crédito,No
35,Masculino,Primaria,Echo Dot (4th Gen),122.56,13,5,1513.62,141.57,22,2.8,7.82,Si,PayPal,Si
25,Masculino,Universitaria,Nintendo Switch,40.95,20,42,475.02,830.41,103,4.5,13.54,Si,PayPal,No
55,Masculino,Secundaria,Nintendo Switch,130.84,17,46,1201.11,936.18,172,3.7,27.2,No,Transferencia,Si
32,Masculino,Primaria,Galaxy S23,149.58,24,17,2979.63,1015.9,21,4.6,23.86,No,PayPal,Si
25,Femenino,Universitaria,Fire TV Stick 4K,61.28,21,45,707.78,623.86,15,5.5,26.62,No,Transferencia,Si
29,Femenino,Primaria,Fire TV Stick 4K,91.6,13,26,881.19,200.55,157,2.8,18.85,No,Transferencia,Si
68,Masculino,Universitaria,Apple AirPods Pro,144.84,19,45,1513.58,3068.18,42,2.7,7.18,Si,Tarjeta de crédito,No
41,Masculino,Universitaria,Galaxy S23,92.79,5,42,269.09,2736.53,101,5.5,4.42,No,PayPal,Si
23,Femenino,Primaria,Echo Dot (4th Gen),60.8,15,25,684,4084.75,50,3.7,3.97,No,Tarjeta de crédito,Si
67,Masculino,Primaria,Echo Dot (4th Gen),61.39,20,4,1178.69,1366.32,180,1.8,3.48,Si,Transferencia,No
62,Masculino,Primaria,Apple AirPods Pro,104.54,4,13,363.8,418.03,87,3.7,4.29,Si,Transferencia,Si
40,Femenino,Secundaria,Echo Dot (4th Gen),146.6,19,8,2562.57,680.99,323,2.7,22.63,Si,Tarjeta de crédito,No
49,Masculino,Primaria,Nintendo Switch,43.18,6,45,142.49,2234.08,33,3.7,1.97,Si,PayPal,Si
34,Femenino,Secundaria,Apple AirPods Pro,41.22,1,21,32.56,1087.45,167,1.9,27.52,No,Transferencia,Si
19,Masculino,Universitaria,Kindle Paperwhite,67.04,21,11,1252.98,874.55,182,4.5,17.54,Si,Tarjeta de crédito,No
19,Femenino,Primaria,Kindle Paperwhite,106.68,21,0,2240.28,2485.92,114,2.8,17.14,Si,Transferencia,Si
28,Femenino,Universitaria,Echo Dot (4th Gen),52.81,6,41,186.95,1558.27,113,4.6,9.74,Si,Transferencia,Si
20,Femenino,Primaria,Apple AirPods Pro,121.76,19,22,1804.48,552.72,50,1.8,1.16,Si,Transferencia,No
48,Femenino,Universitaria,Fire TV Stick 4K,133.28,21,26,2071.17,2194.9,107,3.7,23.02,No,Transferencia,Si
52,Femenino,Universitaria,Apple AirPods Pro,140.47,4,13,488.84,890.32,62,5.5,6.97,No,Tarjeta de crédito,Si
36,Femenino,Primaria,Galaxy S23,64.31,14,48,468.18,547.97,226,5.5,21.13,Si,Transferencia,Si
60,Femenino,Primaria,Fire TV Stick 4K,122.62,3,1,364.18,1119.7,123,1.8,12.54,Si,Transferencia,No
70,Femenino,Primaria,Apple AirPods Pro,45.6,14,18,523.49,493.54,59,4.5,21.44,Si,Transferencia,No
42,Femenino,Primaria,Nintendo Switch,93.04,3,45,153.52,559.23,117,2.7,15.14,No,PayPal,No
63,Femenino,Primaria,Apple AirPods Pro,43.48,12,28,375.67,1076.8,96,1.8,23.92,No,Tarjeta de crédito,No
36,Masculino,Secundaria,Apple AirPods Pro,95.87,8,37,483.18,1310.07,202,1.8,2.84,No,Tarjeta de crédito,No
56,Femenino,Secundaria,Nintendo Switch,124.03,8,16,833.48,596.32,133,3.6,0.7,No,PayPal,No
18,Femenino,Primaria,Apple AirPods Pro,95.12,12,12,1004.47,196.53,82,1.9,16.02,Si,Transferencia,Si
52,Masculino,Secundaria,Apple AirPods Pro,73.84,5,44,206.75,1127.04,56,2.7,5.09,No,Transferencia,No
45,Femenino,Primaria,Apple AirPods Pro,141.13,21,38,1837.51,1457.49,9,0.9,8.41,No,Tarjeta de crédito,No
41,Femenino,Primaria,Galaxy S23,70.87,7,10,446.48,2165.05,96,2.7,5.41,Si,PayPal,No
18,Masculino,Secundaria,Echo Dot (4th Gen),47.05,15,40,423.45,1088.26,19,5.5,23.39,No,Transferencia,Si
39,Femenino,Primaria,Nintendo Switch,41.72,17,32,482.28,714.32,151,2.7,7.1,No,Tarjeta de crédito,No
48,Masculino,Secundaria,Apple AirPods Pro,103.76,5,10,466.92,2280.78,27,2.8,22.95,No,Transferencia,Si
39,Femenino,Universitaria,Nintendo Switch,97.65,6,39,357.4,1844.51,30,5.5,17,No,PayPal,Si
60,Masculino,Universitaria,Apple AirPods Pro,66.36,15,17,826.18,1470.84,105,3.7,23.96,No,Tarjeta de crédito,Si
31,Masculino,Primaria,Fire TV Stick 4K,101.72,3,31,210.56,2670.75,21,3.7,25.24,Si,Transferencia,Si
45,Femenino,Secundaria,Apple AirPods Pro,130.47,16,4,2004.02,76.42,109,1.8,9.35,Si,Tarjeta de crédito,No
35,Masculino,Universitaria,Galaxy S23,120.66,10,34,796.36,701.73,91,0.9,5.6,Si,PayPal,No
65,Masculino,Secundaria,Kindle Paperwhite,143.2,22,21,2488.82,2666.13,91,5.5,10.5,No,Transferencia,Si
34,Masculino,Secundaria,Apple AirPods Pro,141.12,17,40,1439.42,2094.03,0,3.6,16.55,No,Transferencia,No
33,Femenino,Primaria,Nintendo Switch,94.86,9,25,640.31,1668.45,53,1.8,22.86,Si,Transferencia,No
23,Femenino,Primaria,Nintendo Switch,138.74,1,19,112.38,4.69,5,3.7,2.18,Si,Transferencia,Si
54,Masculino,Universitaria,Galaxy S23,59.7,18,29,762.97,1253.56,14,5.5,9.36,Si,Tarjeta de crédito,Si
57,Masculino,Universitaria,Echo Dot (4th Gen),128.47,13,42,968.66,43.09,211,3.6,0.6,Si,Transferencia,No
67,Femenino,Universitaria,Kindle Paperwhite,130.38,24,41,1846.18,1008.89,266,4.6,3.08,No,Transferencia,Si
64,Femenino,Secundaria,Fire TV Stick 4K,80.97,18,21,1151.39,659.37,61,1.9,9.83,No,PayPal,Si
44,Masculino,Primaria,Fire TV Stick 4K,114.55,16,38,1136.34,583.07,7,4.5,12.82,Si,Tarjeta de crédito,No
42,Femenino,Secundaria,Fire TV Stick 4K,114.5,18,24,1566.36,2.29,49,3.6,17.89,No,Tarjeta de crédito,No
42,Masculino,Primaria,Kindle Paperwhite,123.47,19,30,1642.15,333.72,87,4.6,18.24,No,Transferencia,Si
53,Femenino,Secundaria,Nintendo Switch,52.41,19,1,985.83,4790.41,112,3.6,22.96,Si,Tarjeta de crédito,No
62,Femenino,Primaria,Fire TV Stick 4K,81.72,1,27,59.66,681.46,150,4.5,16.57,Si,Transferencia,No
38,Masculino,Universitaria,Echo Dot (4th Gen),128.92,4,8,474.43,165.7,61,0.9,26.78,Si,PayPal,No
19,Masculino,Universitaria,Galaxy S23,123.43,22,41,1602.12,632.92,174,2.8,7.84,Si,Tarjeta de crédito,Si
55,Masculino,Universitaria,Kindle Paperwhite,50.34,7,7,327.71,1245.23,77,3.6,19.95,Si,PayPal,No
33,Masculino,Primaria,Nintendo Switch,148.87,7,5,989.99,2.68,81,5.5,9.11,Si,Transferencia,Si
28,Masculino,Secundaria,Kindle Paperwhite,99.08,19,41,1110.69,404.19,181,3.6,21.45,Si,PayPal,No
55,Masculino,Universitaria,Nintendo Switch,62.7,6,32,255.82,542.54,202,2.7,11.74,Si,Transferencia,No
60,Femenino,Universitaria,Nintendo Switch,78.88,22,23,1336.23,950.5,92,3.7,18.54,Si,Transferencia,Si
63,Masculino,Universitaria,Apple AirPods Pro,106.7,4,33,285.96,272.2,83,1.8,8.27,Si,Tarjeta de crédito,No
37,Masculino,Secundaria,Apple AirPods Pro,106.4,18,25,1436.4,267.09,24,4.6,19.7,Si,PayPal,Si
47,Masculino,Universitaria,Fire TV Stick 4K,120.63,11,36,849.24,1263.38,98,2.8,12.43,No,Transferencia,Si
54,Masculino,Secundaria,Apple AirPods Pro,135.32,17,18,1886.36,66.99,111,3.7,7.08,No,Tarjeta de crédito,Si
20,Femenino,Primaria,Echo Dot (4th Gen),116.62,8,15,793.02,229.17,46,3.7,5.35,No,Tarjeta de crédito,Si
50,Masculino,Universitaria,Fire TV Stick 4K,114.08,22,40,1505.86,364.34,107,1.8,22.92,Si,PayPal,No
38,Masculino,Universitaria,Kindle Paperwhite,126.73,8,16,851.63,75.15,124,3.7,5.15,No,Tarjeta de crédito,Si
39,Masculino,Primaria,Fire TV Stick 4K,148.06,21,47,1647.91,626.05,51,4.5,18.22,No,Tarjeta de crédito,No
22,Masculino,Primaria,Galaxy S23,135.76,22,40,1792.03,928.94,25,2.8,9.56,No,PayPal,Si
20,Masculino,Secundaria,Kindle Paperwhite,65.81,19,42,725.23,1321.93,264,3.7,13.78,Si,PayPal,Si
70,Femenino,Secundaria,Galaxy S23,84.32,2,49,86.01,989.01,194,1.9,3.15,No,Transferencia,Si
62,Femenino,Secundaria,Apple AirPods Pro,98.19,3,41,173.8,2283.39,120,5.5,20.72,No,PayPal,Si
19,Masculino,Universitaria,Apple AirPods Pro,100.18,15,19,1217.19,916.91,174,1.8,4.93,Si,Tarjeta de crédito,No
21,Masculino,Primaria,Nintendo Switch,130.47,7,49,465.78,885.42,183,0.9,15.38,Si,Transferencia,No
24,Femenino,Universitaria,Nintendo Switch,64.95,1,6,61.05,1714.31,90,4.5,15.12,No,Transferencia,No
38,Femenino,Secundaria,Echo Dot (4th Gen),131.31,11,21,1141.08,1085.46,85,5.5,21.59,Si,Transferencia,Si
62,Femenino,Universitaria,Apple AirPods Pro,43.44,1,46,23.46,380.73,37,1.8,10.33,No,Transferencia,No
56,Masculino,Universitaria,Echo Dot (4th Gen),94.33,10,24,716.91,1154.15,121,3.7,13.66,Si,Tarjeta de crédito,Si
55,Masculino,Secundaria,Kindle Paperwhite,94.93,2,44,106.32,976.04,112,1.9,21.8,No,Transferencia,Si
64,Femenino,Universitaria,Apple AirPods Pro,148.25,15,14,1912.42,1627.92,49,4.6,16.65,Si,PayPal,Si
40,Masculino,Primaria,Galaxy S23,96.77,8,30,541.91,2229.44,19,4.5,11.53,Si,Transferencia,No
65,Masculino,Primaria,Kindle Paperwhite,125.68,2,44,140.76,1403.4,50,1.8,5.2,Si,Transferencia,No
46,Femenino,Primaria,Echo Dot (4th Gen),130.9,21,33,1841.76,1544.8,151,2.8,5.58,Si,Tarjeta de crédito,Si
51,Femenino,Primaria,Kindle Paperwhite,127.87,10,41,754.43,3185.22,128,4.5,17.99,No,Transferencia,No
20,Femenino,Universitaria,Fire TV Stick 4K,131.16,11,18,1183.06,2662.67,89,2.7,11.78,Si,Tarjeta de crédito,No
60,Masculino,Primaria,Apple AirPods Pro,43.64,14,20,488.77,1907.08,122,2.7,20.08,No,PayPal,No
52,Femenino,Secundaria,Echo Dot (4th Gen),139.13,23,33,2143.99,300.77,145,3.7,15.57,Si,PayPal,Si
39,Masculino,Primaria,Apple AirPods Pro,97.21,4,10,349.96,1136.69,142,4.6,3,No,Tarjeta de crédito,Si
58,Masculino,Primaria,Fire TV Stick 4K,114.11,3,8,314.94,444.01,26,4.5,23.95,Si,Tarjeta de crédito,No
36,Femenino,Universitaria,Galaxy S23,112.57,18,48,1053.66,2116.47,29,2.7,7.43,No,Transferencia,No
34,Masculino,Secundaria,Echo Dot (4th Gen),148.65,23,16,2871.92,723.43,49,2.7,25.82,No,Transferencia,No
45,Masculino,Secundaria,Echo Dot (4th Gen),53.82,1,23,41.44,1017.49,48,2.7,25.06,Si,Tarjeta de crédito,No
67,Masculino,Primaria,Nintendo Switch,111.49,1,21,88.08,1555.67,5,5.5,13.62,Si,Tarjeta de crédito,Si
51,Femenino,Primaria,Galaxy S23,83,20,45,913,631.33,171,1.9,20.03,No,Transferencia,Si
39,Masculino,Primaria,Fire TV Stick 4K,80.77,22,27,1297.17,1138.2,190,4.6,26.05,No,Transferencia,Si
49,Femenino,Universitaria,Apple AirPods Pro,97.21,22,42,1240.4,2302.37,27,1.8,16.86,Si,PayPal,No
29,Masculino,Secundaria,Echo Dot (4th Gen),103.1,17,45,963.98,2324.95,124,3.6,24.39,Si,PayPal,No
47,Femenino,Primaria,Apple AirPods Pro,145.85,7,19,826.97,1541.32,286,5.5,8.22,No,Transferencia,Si
23,Femenino,Primaria,Nintendo Switch,96.31,15,0,1444.65,728.12,125,3.7,16.55,No,Transferencia,Si
64,Femenino,Universitaria,Galaxy S23,109.94,2,3,213.28,921.11,175,2.8,18.65,No,PayPal,Si
36,Femenino,Primaria,Galaxy S23,89.47,17,25,1140.74,2996.57,35,4.5,15,Si,Transferencia,No
39,Masculino,Secundaria,Galaxy S23,138.2,18,40,1492.56,130.39,42,0.9,12.55,No,Tarjeta de crédito,No
30,Masculino,Primaria,Fire TV Stick 4K,78.74,16,43,718.11,1237.32,71,1.9,19.96,Si,Tarjeta de crédito,Si
39,Femenino,Primaria,Echo Dot (4th Gen),143.38,6,48,447.35,1009.27,145,3.7,25.12,Si,Tarjeta de crédito,Si
24,Masculino,Universitaria,Kindle Paperwhite,79.99,2,23,123.18,1816.62,48,4.5,23.48,No,Transferencia,No
69,Masculino,Universitaria,Apple AirPods Pro,120.04,16,42,1113.97,31.86,143,2.7,7.37,Si,PayPal,No
18,Femenino,Universitaria,Apple AirPods Pro,107.99,15,36,1036.7,3348.63,114,2.7,24.55,Si,Transferencia,No
26,Masculino,Secundaria,Fire TV Stick 4K,116.98,8,13,814.18,28.43,70,2.7,21.31,No,PayPal,No
40,Masculino,Secundaria,Echo Dot (4th Gen),50.63,9,17,378.21,1242.26,112,1.8,15.16,Si,Transferencia,No
60,Femenino,Secundaria,Galaxy S23,101.52,2,13,176.64,1193.15,75,4.6,15.36,Si,Tarjeta de crédito,Si
59,Masculino,Primaria,Echo Dot (4th Gen),51.16,23,13,1023.71,337.48,72,0.9,18.04,Si,Transferencia,No
59,Masculino,Universitaria,Kindle Paperwhite,63.19,12,43,432.22,130.37,157,5.5,11.71,No,Tarjeta de crédito,Si
51,Masculino,Primaria,Nintendo Switch,128.31,7,3,871.22,1259.67,82,1.8,21.04,Si,Transferencia,No
49,Masculino,Primaria,Echo Dot (4th Gen),41.72,24,12,881.13,2596.3,28,2.8,22.26,No,Transferencia,Si
29,Masculino,Primaria,Apple AirPods Pro,112.08,8,7,833.88,1378.55,50,2.7,16.28,No,Transferencia,No
63,Masculino,Universitaria,Echo Dot (4th Gen),83.82,4,7,311.81,1772.23,135,4.5,20.72,No,Tarjeta de crédito,No
58,Femenino,Universitaria,Echo Dot (4th Gen),78.4,6,16,395.14,2937.51,178,1.8,14.73,No,PayPal,No
38,Masculino,Secundaria,Fire TV Stick 4K,100.84,4,17,334.79,573.91,56,4.5,21.24,No,PayPal,No
29,Femenino,Secundaria,Nintendo Switch,111.53,16,44,999.31,416.83,139,2.7,24.45,Si,PayPal,No
41,Femenino,Primaria,Kindle Paperwhite,132.23,5,6,621.48,1918.68,59,4.6,20.34,No,Tarjeta de crédito,Si
41,Femenino,Secundaria,Fire TV Stick 4K,132.6,18,7,2219.72,832.68,7,0.9,5.34,No,Transferencia,No
63,Masculino,Universitaria,Fire TV Stick 4K,66.99,23,35,1001.5,1166.34,127,0.9,19.88,Si,PayPal,No
62,Femenino,Universitaria,Apple AirPods Pro,120.47,23,32,1884.15,1850.03,166,1.8,1.38,No,Transferencia,No
58,Masculino,Universitaria,Fire TV Stick 4K,88.04,21,6,1737.91,2965.32,32,3.7,8.35,Si,Tarjeta de crédito,Si
55,Masculino,Primaria,Galaxy S23,64.63,14,10,814.34,1142.79,191,0.9,1.88,Si,Tarjeta de crédito,No
59,Masculino,Secundaria,Echo Dot (4th Gen),94.25,11,25,777.56,215.96,136,2.8,16.31,Si,Tarjeta de crédito,Si
30,Femenino,Universitaria,Apple AirPods Pro,124.93,20,12,2198.77,616.13,34,1.9,24.43,Si,Tarjeta de crédito,Si
62,Masculino,Universitaria,Echo Dot (4th Gen),106.04,13,48,716.83,2394.46,96,1.8,9.21,Si,PayPal,No
33,Femenino,Universitaria,Nintendo Switch,89.39,14,22,976.14,3387.21,32,1.9,6.73,No,Tarjeta de crédito,Si
64,Masculino,Primaria,Fire TV Stick 4K,83.32,11,38,568.24,290.19,58,4.6,21.2,Si,PayPal,Si
29,Femenino,Primaria,Nintendo Switch,45.13,23,25,778.49,1769.82,24,2.7,2.66,Si,Transferencia,No
20,Femenino,Secundaria,Kindle Paperwhite,141.68,23,1,3226.05,2592.41,81,5.5,23.66,No,Transferencia,Si
28,Femenino,Universitaria,Kindle Paperwhite,111.64,5,1,552.62,2382.98,68,3.6,20.81,No,Transferencia,No
18,Femenino,Secundaria,Apple AirPods Pro,105.5,17,48,932.62,1185.63,237,5.5,27.41,No,Tarjeta de crédito,Si
29,Masculino,Universitaria,Galaxy S23,99.44,23,10,2058.41,1771.88,118,2.8,22.29,No,PayPal,Si
20,Femenino,Secundaria,Fire TV Stick 4K,96.31,20,16,1618.01,2019.1,13,1.9,18.45,No,PayPal,Si
20,Masculino,Secundaria,Apple AirPods Pro,62.89,2,6,118.23,1196.94,166,1.9,19.66,No,PayPal,Si
23,Masculino,Universitaria,Nintendo Switch,111.38,21,23,1801.01,739.21,137,3.6,12.15,Si,PayPal,No
47,Masculino,Primaria,Kindle Paperwhite,99.93,5,25,374.74,1293.7,117,2.7,13.04,No,PayPal,No
29,Masculino,Universitaria,Fire TV Stick 4K,94.98,23,39,1332.57,341.56,77,2.7,13.77,Si,PayPal,No
41,Masculino,Universitaria,Fire TV Stick 4K,77.9,16,32,847.55,2824.95,57,3.6,17.98,Si,Tarjeta de crédito,No
63,Femenino,Universitaria,Kindle Paperwhite,65.91,4,48,137.09,1232.33,9,2.7,17.9,No,PayPal,No
69,Femenino,Universitaria,Apple AirPods Pro,67.32,8,6,506.25,247.22,28,3.7,5.06,No,PayPal,Si
61,Femenino,Universitaria,Galaxy S23,115.61,14,49,825.46,540.61,13,3.6,21.84,Si,PayPal,No
70,Masculino,Primaria,Fire TV Stick 4K,72.44,9,24,495.49,1109.47,183,4.5,16.83,No,Transferencia,No
63,Femenino,Primaria,Fire TV Stick 4K,49.8,3,43,85.16,3142.79,27,1.9,3.47,Si,Transferencia,Si
52,Masculino,Secundaria,Echo Dot (4th Gen),132.34,1,50,66.17,293.75,121,3.7,11.08,Si,PayPal,Si
44,Masculino,Universitaria,Kindle Paperwhite,82.66,16,20,1058.05,5159.21,118,1.8,19.21,No,Tarjeta de crédito,No
56,Masculino,Secundaria,Apple AirPods Pro,75.67,9,8,626.55,1050.88,63,4.5,23.18,Si,Tarjeta de crédito,No
19,Femenino,Secundaria,Nintendo Switch,117.13,15,36,1124.45,1652.43,133,1.9,21.69,No,Transferencia,Si
60,Femenino,Secundaria,Galaxy S23,137.23,17,18,1912.99,693.54,169,3.7,12.71,No,PayPal,Si
39,Femenino,Primaria,Fire TV Stick 4K,61.84,18,42,645.61,1317.33,31,4.6,24.21,Si,Transferencia,Si
45,Femenino,Secundaria,Kindle Paperwhite,62.43,3,23,144.21,835.44,139,0.9,2.65,Si,PayPal,No
30,Masculino,Primaria,Kindle Paperwhite,49.8,11,21,432.76,1094.81,16,3.6,6.32,No,Transferencia,No
57,Femenino,Universitaria,Fire TV Stick 4K,57.77,4,29,164.07,1231.55,14,1.8,4.16,No,PayPal,No
41,Femenino,Universitaria,Nintendo Switch,121.07,1,32,82.33,1636.8,90,5.5,24.65,No,PayPal,Si
68,Femenino,Primaria,Echo Dot (4th Gen),54.67,10,43,311.62,1327.6,7,1.9,21.66,No,Transferencia,Si
40,Femenino,Secundaria,Apple AirPods Pro,73.22,13,7,885.23,2970.07,75,2.8,21.52,No,Tarjeta de crédito,Si
52,Masculino,Primaria,Nintendo Switch,48.98,2,2,96,3383.08,131,0.9,13.01,Si,Transferencia,No
45,Femenino,Universitaria,Nintendo Switch,142.52,1,0,142.52,377.72,149,3.6,2.38,Si,Transferencia,No
32,Masculino,Universitaria,Nintendo Switch,125.01,2,19,202.52,3346.72,3,1.9,26.34,Si,Tarjeta de crédito,Si
23,Femenino,Universitaria,Fire TV Stick 4K,146.31,10,43,833.97,799.26,61,0.9,2.69,Si,Transferencia,No
54,Masculino,Universitaria,Fire TV Stick 4K,44.99,19,6,803.52,1170.01,59,0.9,26.52,No,Transferencia,No
40,Femenino,Universitaria,Fire TV Stick 4K,53.8,14,42,436.86,1502.31,23,1.8,22.91,No,PayPal,No
56,Masculino,Primaria,Echo Dot (4th Gen),107.48,11,35,768.48,2867.67,207,0.9,3.28,Si,Transferencia,No
63,Masculino,Secundaria,Kindle Paperwhite,80.73,14,15,960.69,394.28,173,1.8,4.17,Si,Transferencia,No
34,Femenino,Secundaria,Echo Dot (4th Gen),77.6,24,47,987.07,2442.75,137,1.9,18.48,Si,Transferencia,Si
19,Femenino,Universitaria,Echo Dot (4th Gen),97.13,5,26,359.38,1000.2,49,4.6,12.86,Si,PayPal,Si
70,Masculino,Universitaria,Nintendo Switch,98.3,23,11,2012.2,564.98,101,0.9,25.21,Si,Transferencia,No
43,Masculino,Universitaria,Echo Dot (4th Gen),102.93,1,45,56.61,2419.96,15,5.5,16.11,Si,PayPal,Si
47,Masculino,Secundaria,Echo Dot (4th Gen),47.29,22,3,1009.17,16.56,47,4.6,10.65,Si,Transferencia,Si
23,Masculino,Primaria,Echo Dot (4th Gen),96.46,10,4,926.02,627.7,80,2.8,25.9,No,Transferencia,Si
66,Masculino,Universitaria,Echo Dot (4th Gen),41.11,24,26,730.11,2114.75,311,5.5,27.19,No,Transferencia,Si
58,Masculino,Universitaria,Fire TV Stick 4K,44.43,1,28,31.99,2196.19,72,1.9,8.96,No,Tarjeta de crédito,Si
69,Masculino,Secundaria,Echo Dot (4th Gen),70.65,23,9,1478.7,956.68,235,5.5,13.64,Si,Tarjeta de crédito,Si
28,Masculino,Primaria,Apple AirPods Pro,73.83,2,4,141.75,1437.13,106,0.9,6.29,No,PayPal,No
51,Femenino,Primaria,Echo Dot (4th Gen),137.2,24,0,3292.8,2591.86,153,3.7,26.06,Si,Tarjeta de crédito,Si
44,Masculino,Secundaria,Echo Dot (4th Gen),104.92,1,12,92.33,164.88,77,0.9,6.37,Si,Tarjeta de crédito,No
30,Femenino,Primaria,Galaxy S23,66.53,1,2,65.2,2378.7,55,3.7,15.99,No,Tarjeta de crédito,Si
20,Masculino,Primaria,Nintendo Switch,74.65,10,32,507.62,220.87,97,0.9,3.35,No,PayPal,No
36,Femenino,Primaria,Fire TV Stick 4K,70.91,18,46,689.25,231.34,59,2.7,11.98,No,PayPal,No
36,Masculino,Universitaria,Echo Dot (4th Gen),105.18,17,21,1412.57,1650.62,165,0.9,25.55,No,PayPal,No
27,Masculino,Universitaria,Kindle Paperwhite,120.66,3,5,343.88,2444.6,8,2.8,24.56,Si,PayPal,Si
27,Femenino,Secundaria,Galaxy S23,115.81,5,43,330.06,1880.94,244,5.5,3.01,Si,Tarjeta de crédito,Si
56,Femenino,Universitaria,Fire TV Stick 4K,85.89,14,7,1118.29,1467.69,183,0.9,23.61,No,Transferencia,No
58,Masculino,Universitaria,Kindle Paperwhite,45.75,11,23,387.5,2588.52,199,4.5,9.83,Si,Tarjeta de crédito,No
62,Masculino,Universitaria,Apple AirPods Pro,53.9,14,8,694.23,2215.84,172,1.9,17.46,Si,Transferencia,Si
38,Femenino,Universitaria,Kindle Paperwhite,88.7,1,5,84.26,1728.46,68,5.5,26.65,Si,PayPal,Si
70,Femenino,Secundaria,Echo Dot (4th Gen),51.61,2,31,71.22,125.66,351,3.7,17.45,Si,Tarjeta de crédito,Si
38,Masculino,Secundaria,Galaxy S23,129.94,15,3,1890.63,1391.52,136,3.7,12.86,No,Tarjeta de crédito,Si
43,Femenino,Primaria,Nintendo Switch,70.64,21,32,1008.74,1540.29,15,1.9,24.65,No,PayPal,Si
57,Masculino,Primaria,Nintendo Switch,61.17,1,13,53.22,47.99,53,4.6,17.7,Si,Transferencia,Si
42,Femenino,Primaria,Galaxy S23,41.51,7,35,188.87,1421.96,66,2.7,3.49,Si,Transferencia,No
56,Masculino,Secundaria,Echo Dot (4th Gen),102.65,2,31,141.66,574.32,164,2.7,4.34,No,Transferencia,No
45,Masculino,Primaria,Kindle Paperwhite,91.8,24,6,2071.01,1660.25,248,3.7,21.77,Si,PayPal,Si
51,Femenino,Universitaria,Galaxy S23,117.79,14,3,1599.59,346.43,24,4.6,2.82,Si,Transferencia,Si
24,Femenino,Secundaria,Kindle Paperwhite,73.29,19,28,1002.61,2017.42,245,2.7,15.25,No,Transferencia,No
57,Masculino,Secundaria,Galaxy S23,63.09,7,14,379.8,31.95,77,0.9,7.97,Si,PayPal,No
